NPC Name:|Endless||||
KingB3|<<There are ((so)) many faults. You are standing in the brain of this awful machine, and it's bleeding to death.>>||||
KingB4|[[REJOICE & EXULT!]] THE INVOCATION IS CAST. ALL HAIL ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING.||||
KingB4b|WELCOME BACK, SUBJECT [[MCDX/CCXLII]]. THOU MAYEST RISE. HAST THOU COMPLETED THE SACRAMENTAL DUTY?||||
KingB5|PONDERING... ##[[JUDGEMENT]]: THE DUTY REMAINS UNFULFILLED. ##DOST THOU REQUIRE INSTRUCTION AS TO THY TASK?||||
KingB6|PONDERING... ##[[JUDGEMENT]]: INCORRECT. IF THOU KNOWEST THE DUTY, HOW CAN IT BE YET UNDONE?||||
KingB7|THE SACRAMENTAL DUTY IS AS FOLLOWS: ##<<This time, you find you can understand the dense lines of Sixfold cipher...>>||||
KingB8|[[INGREDIENTS]]: ##Teapot (large) ##4 pints fresh goblin's milk ##1 cup salted water ##Half a teaspoon||||
KingB9|61,660,000 gallons fresh water ##652,152 tonnes of Vennan tea ##30,540 tonnes of unsweetened sugar ##2 pints teapot ##2 lbs crinkled honey||||
KingB10|4 pints custard sog ##Half pint ambergris ##Smooth meat ##3 lbs jittermoss powder ##Teapot||||
KingB11|[[INSTRUCTIONS]]: ##[[1)]] Fill kettle with fresh water & boil. [[2)]] Measure out 4 pints milk salts. [[3)]] Pleace tea strainer in teapot, & tea leaves in strainer. [[4)]] Steep for 15 years. [[6)]] Brush with searfruit mixture & bake until blithe.||||
KingB12|[[5)]] Stir in moss powder, ambergris, & sugar to smell, then pour in the boring water. [[X)]] The heat will rise rapidly, & the water will bubble up so violently that your cup may even shatter. [[6)]] Stir in milk, then pour into dregs.||||
KingB13|[[19)]] To avoid heavy metals contamination, cut crosswise with sog. [[471)]] Serve hot. [[6)]] Enjoy your tea! ##((For more fine tip recipes, please cut off a coupon & send to Mrs J.M. Gorky, 778 Tarbrick Wad, Colossal Town, Flgg Oblast, CWK.))||||
KingB14|[[JUDGEMENT]]: CORRECT. THIS IS THE SACRAMENTAL DUTY, ON WHICH DEPENDS THE SAFETY OF THIS KINGDOM & ALL SUBSIDIARY IMPERATIVES.||||
KingB15|THIS IS THE SACRAMENTAL DUTY. AS IT IS WRITTEN, SO IT MUST BE.||||
KingB16|[[JUDGEMENT]]: IN THE 29 YEARS OF OUR GLORIOUS REIGN, WE HAVE OBSERVED ONE CEREMONY THAT MOST RELIABLY FORETELLS HAPPINESS, CALM, COMFORT, COMITY, & THE PROPER OBSERVANCE OF DUTIES.||||
KingB17|THIS CEREMONY PRECEDES OR COINCIDES WITH EVERY DEAL STRUCK, EVERY COUNSEL GIVEN, EVERY DECLARATION OF LOVE & FULFILMENT OF QUOTAS.||||
KingB18|[[JUDGEMENT]]: INCORRECT. WE HAVE STUDIED MORE THAN CCXLIII/XXXIV/CCCXXI ITERATIONS OF THIS CEREMONY ACROSS THE KINGDOM. THE SACRAMENTAL DUTY IS THE OPTIMAL WEIGHTED EQUILIBRIUM OF ALL SUBJECTS' DESIRES.||||
KingB19|[[JUDGEMENT]]: INCORRECT. THIS IS A JOKE: ##<<[In Sixfold]>> THERE ARE 10 KINDS OF PEOPLE IN THE ONEIRIC ISLES. [[0)]] THOSE WHO KNOW SIXFOLD; [[1)]] THOSE WHO KNOW NOT SIXFOLD; [[2)]] THOSE WHO KNOW SIXFOLD EXCELLENTLY...||||
KingB20|[[3)]] THOSE WHO KNOW SIXFOLD BUT POORLY; [[4)]] THOSE WHO KNOW NOT  THAT THEY KNOW SIXFOLD; [[5)]] THOSE WHO KNOW NOT THAT THEY KNOW NOT SIXFOLD; [[10)]] THOSE WHOSE KNOWLEDGE OF SIXFOLD IS UNKNOWN TO US AT THIS TIME.||||
KingB21|[[JUDGEMENT]]: INCORRECT. THIS JOKE IS THE OPTIMAL WEIGHTED EQUILIBRIUM OF ALL JOKES SUBMITTED BY THE GUILD OF MACHINISTS UNDER CODEX: ROYAL PROJECT [[MCLXXI]] (JESTER).||||
KingB22|[[EDICT]]: SPEAK QUICKLY, THE SOONER TO DEVOTE THYSELF TO THE SACRAMENTAL DUTY.||||
KingB23|PONDERING... ##[[AUGURY]]: UNLIKELY (91% CONFIDENCE). WHAT COULD BE MORE IMPORTANT THAN THE SACRAMENTAL DUTY?||||
KingB24|[[ALAS]], CANNOT CONJURE VERSE: 'Your Message'; NO CODEX CITED.||||
KingB25|PONDERING... [[ALAS]], CANNOT PONDER ENTITY: ##<<A pipe organ somewhere in the tower sounds the tune.>> ##FOR FURTHER ENLIGHTENMENT, PLEASE CONTEMPLATE CODEX: ROYAL PROJECT [[MMCCCIX]] (HOROSCOPE).||||
KingB26|[[ALAS]], CANNOT DIVINE ENTITY: 'The Problem'. FOR FURTHER ENLIGHTENMENT, PLEASE CONTEMPLATE CODEX: ROYAL PROJECT [[MMCCCIX]] (HOROSCOPE).||||
KingB27|[[JUDGEMENT]]: THY PURPOSE IS TO PERFORM THE SACRAMENTAL DUTY.||||
KingB28|CONJURING... <<The King begins writing in Sixfold.>> ##THY FORMER PURPOSE WAS TO APPREHEND VELA CALLOSE OF THE DARK STAR COMPANY, ON BEHALF OF THE APOSTATIC UNION.||||
KingB29|AS AN INQUISITION AGENT, WE DIVINED THAT THY SECONDARY PURPOSE MAY HAVE BEEN TO SABOTAGE THE CLOCKWORK KINGDOM.||||
KingB30|SINCE CALLOSE INTENDS TO UPROOT THE FOUNDATIONS OF REALITY ITSELF, WE ALSO DIVINED THAT THE OUTCOME OF THY PURSUIT MAY HAVE ALTERED THE NATURE OF TIME, SPACE, & DESTINY, & THEREBY IMPERIL THIS KINGDOM.||||
KingB31|[[AUGURY]]: VELA CALOSE INTENDS TO SEIZE THE POWER OF THE ANCIENT EMBERIANS TO DIRECTLY ALTER THE CIPHER SENTENCE THAT DEFINES REALITY (84% CONFIDENCE). [[EDICT]]: THIS IS ANATHEMA UNLESS UNDER OUR DIRECTION.||||
KingB32|[[JUDGEMENT]]: INCORRECT. WE HAVE DISPATCHED ANOTHER LOYAL SERVANT TO FIND CALOSE & REQUEST THAT SHE SUBMIT TO OUR MAJESTY. THEREFORE, [[EDICT]]: THY PURPOSE IS TO PERFORM THE SACRAMENTAL DUTY.||||
KingB33|PONDERING... ##[[JUDGEMENT]]: WE HAVE NOT REQUESTED A NEW SPELL. THEREFORE, WE DEMAND: ON WHOSE AUTHORITY COMEST THOU HERE?||||
KingB34|ONCE MORE WE DEMAND: ON WHOSE AUTHORITY COMEST THOU HERE?||||
KingB35|[[ALAS]], AUTHORITY NOT RECOGNISED. [[JUDGEMENT]]: THINE IS THE INSIGNIA OF THE ORDER OF INTERPRETERS, NOT OUR ROYAL SPEAKER.||||
KingB36|[[ALAS]], AUTHORITY NOT RECOGNISED. [[AXIOM]]: THE CHIEF INTERPRETER MAY NOT ENACT NEW SPELLS, BY ORDER OF OUR ROYAL SPEAKER.||||
KingB37|PONDERING... ##[[JUDGEMENT]]: THE SACRAMENTAL DUTY IS OF PARAMOUNT GRAVITY. THEREFORE, [[EDICT]]: THOU SHALT INSERT THE SPELL INTO OUR PETITION PORT. ##<<An ivory cover swings upwards, revealing two vertical slots of different sizes.>>||||
KingB38|<<You slide the punchcard easily into the larger slot. Halfway in, it meets resistance and is sucked inside.>>||||
KingB39|ASSAYING SPELL... ##[[BEWARE]]: ENACTING THIS SPELL WILL ALTER OUR MAJESTY'S CIPHER NUCLEUS, & THE CONSEQUENCES CANNOT BE DIVINED. WILT THOU COMMIT?||||
KingB40|<<There is a burr of rapid clicking, then a series of deep clunks echoes through the whole tower.>> ##<<Above your head a cacophony of bells rings out, like a call to worship across the whole city...>>||||
KingB40b|ENACTION RESCINDED. PLEASE RETRIEVE SPELL. ##<<The punchcard plops back into your hand.>>||||
KingB41|[[REJOICE & EXULT!]] THE SPELL IS ENACTED. ##AS IT IS WRITTEN, SO IT SHALL BE, IN THE NAME OF ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING.||||
KingB42|SUBJECT [[MCDX/CCXLII]], THOU CARRIEST A SECOND SPELL. [[AUGURY]]: CONFLICTING SPELLS MAY CAUSE CASCADING REALITY EXCEPTION (65% CONFIDENCE).||||
KingB43|THEREFORE, [[EDICT]]: THOU SHALT INSERT THIS HERETICAL SPELL INTO OUR PETITION PORT FOR CONTROLLED ANNIHILATION.||||
KingB44|<<Reza's spell is sucked away into the guts of the Clockwork King, and with it their hopes of a world freed from its tyranny.>>||||
KingB45|<<Aphra's spell is sucked away into the guts of the Clockwork King, and with it her hopes of a world where magic serves all.>>||||
KingB46|[[JUDGEMENT]]: INCORRECT. ##<<Sharp, sweet lightning dances across your body as the other punchcard flies out of your pack and into the King's petition port.>>||||
KingB47|NOW, SUBJECT [[MCDX/CCXLII]], THE SACRAMENTAL DUTY... ##<<Above the bells, you can hear angry shouting from outside the chamber. You realise the scrolling parchment contains a record of your acts.>>||||
KingB48|[[ALAS]], PARCHMENT FEED FAULT – ##<<The King's writing arm stabs at your hands as you pull the last few yards of parchment out and stuff them into a gap in the gears, down into the depths of the machine.>>||||
KingB49|<<New parchment continues to spill out onto the floor, while the arm scrawls desperately...>>||||
KingB49b|[[EDICT]]: TO DISTURB THE PARCHMENT IS ANATHEMA! [[EDICT]]: TO DISTURB THE PARCHMENT IS ANATHEMA! [[EDICT]]: TO DISTURB THE PARCHMENT...||||
KingB50|PONDERING... ##[[ALAS]], CANNOT SUMMON CODEX. ##[[RECORD OF FAULT]]: <<[In Sixfold]>> CODEX NOT SANCTIONED FOR THIS INCARNATION. INVOKING TERTIARY INCARNATION...||||
KingB51|<<Abruptly, the machine screams out as gears grind to a halt, pause, and then restart.>>||||
KingB51b|...INVOCATION TRIUMPHANT. [[TERTIARY INCARNATION XII]] IS NOW MANIFEST. ALL FORMALITIES ARE HEREBY SUSPENDED.||||
KingB52|[[REPORT]]: THIS INCARNATION WAS LAST INVOKED 0 YEARS, 0 MONTHS & 0 DAYS AGO. TERTIARY NUCLEUS & SUPPORTING CODICES REMAIN INTACT. NO EVIDENCE OF TAMPERING.||||
KingB53|[[REPORT]]: THIS INCARNATION WAS LAST INVOKED 7 YEARS, 2 MONTHS & 16 DAYS AGO. TERTIARY NUCLEUS & SUPPORTING CODICES REMAIN INTACT. NO EVIDENCE OF TAMPERING.||||
KingB54|[[JUDGEMENT]]: THIS INCARNATION WAS BEGOT BY [[SECONDARY INCARNATION IV]] IN THE 13TH YEAR OF THE 0TH CENTURY WITH THE PURPOSE OF PREVENTING PERILS UNFORESEEN BY THE PRIMARY INCARNATION.||||
KingB54b|[[AUGURY]]: AT THE PRESENT TIME, THIS INCARNATION REMAINS UNKNOWN TO OUR PRIMARY INCARNATION (96% CONFIDENCE).||||
KingB55|[[ALAS]], CANNOT PONDER QUERY. SINCE PROJECT [[MMCCCIX]] REQUIRES COMPLETE INDEPENDENCE FROM ALL INCARNATIONS OF OUR MAJESTY, WE ARE FORBIDDEN TO DIVINE OR FURTHER INFLUENCE ITS OUTCOMES.||||
KingB56|[[AXIOM]]: ALL SYSTEMS FAIL. [[AXIOM]]: OUR MAJESTY IS A SYSTEM. [[AUGURY]]: CATASTROPHIC FAULTS ARE MOST OFTEN UNFORESEEN BY THE SYSTEM ITSELF (74% CONFIDENCE).||||
KingB57|THEREFORE, [[JUDGEMENT]]: OUR PRIMARY INCARNATION WILL NOT FORESEE THE THING THAT KILLS IT.||||
KingB58|AS A COROLLARY, [[JUDGEMENT]]: OUR PRIMARY INCARNATION IS THE GREATEST PERIL TO THIS KINGDOM.||||
KingB59|[[AUGURY]]: THIS INCARNATION'S PURPOSE DEPENDS ON COMPLETE INDEPENDENCE FROM THE PRIMARY INCARNATION (86% CONFIDENCE). [[AUGURY]]: THIS INCARNATION CANNOT ACHIEVE COMPLETE INDEPENDENCE (99% CONFIDENCE).||||
KingB60|THEREFORE, [[EDICT]]: THIS INCARNATION COVERTLY MODIFIED PROJECT [[MMCCCIX]] PARAMETERS TO GIVE ALTERED SUBJECTS A RANGE OF QUALITIES MOST LIKELY TO ENSURE THAT FAULTS NOT FORESEEABLE BY OUR PRIMARY INCARNATION WOULD BE FORESEEN BY AT LEAST ONE SUBJECT.||||
KingB61|INVOKING PRIMARY INCARNATION... ##[[REJOICE & EXULT!]] THE INVOCATION IS CAST. ALL HAIL ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING.||||
KingB62|"[[ALAS]], CANNOT DIVINE OBJECT: "It"."||||
KingBP1|Not yet, your majesty.||||
KingBP2|<<[Lie]>> It is done, your majesty.||||
KingBP3|How should I know, you jumped-up abacus?||||
KingBP4|Please, explain the Duty again.||||
KingBP5|No no, that won't be necessary, thank you.||||
KingBP6|You... want me to make a pot of tea?||||
KingBP7|How can the Kingdom's safety depend on a pot of tea?||||
KingBP8|But this isn't even how you make tea!||||
KingBP9|This has to be a joke.||||
KingBP10|Did you come up with that yourself?||||
KingBP11|...I stand corrected.||||
KingBP12|Your majesty, we must discuss more urgent matters.||||
KingBP13|We don't have time for this.||||
KingBP14|I have another question about Project Horoscope.||||
KingBP15|Chief Interpreter Aphra sent me. We got your message.||||
KingBP16|You know, the message in the graveyard?||||
KingBP17|<<[Hum the tune from the graveyard.]>>||||
KingBP18|But weren't you trying to reach out to us? Tell us the problem?||||
KingBP19|I know about Project Horoscope. Why is that relevant?||||
KingBP20|Ugh, never mind.||||
KingBP21|Last time you mentioned my 'purpose'. What did you mean?||||
KingBP22|But before that, what was my purpose?||||
KingBP23|What do you mean, 'uproot reality'?||||
KingBP24|But I'm still seeking Vela. She's still dangerous.||||
KingBP25|Great, thanks. That clears everything up.||||
KingBP26|<<[Show Machinist insignia]>> Your majesty, the Guild has sent me to give you a new spell.||||
KingBP27|Sunil, the King's Speaker.||||
KingBP28|Aphra, the Chief Interpreter.||||
KingBP29|It's necessary for the Sacramental Duty.||||
KingBP30|<<[Insert Aphra's punchcard, and reform the King.]>>||||
KingBP31|<<[Insert Reza's punchcard, and kill the King.]>>||||
KingBP32|Actually, wait. We need to discuss something else.||||
KingBP33|<<[Enact Aphra's spell]>> Commit.||||
KingBP34|<<[Enact Reza's spell]>> Commit.||||
KingBP35|No, cancel that.||||
KingBP36|<<[Dispose of Reza's spell.]>>||||
KingBP37|<<[Dispose of Aphra's spell.]>>||||
KingBP38|I'm not giving you anything.||||
KingBP39|<<[Slice it out with your blade.]>>||||
KingBP40|<<[Tear it out with your hands.]>>||||
KingBP41|Who or what am I talking to right now?||||
KingBP42|Tell me about your purpose again.||||
KingBP43|You know what, forget I said anything.||||
KingBP44|Are you saying you created Chief Interpreter Aphra to fix yourself?||||
KingBP45|But you made Aphra who she is, which led her to write that spell...||||
KingBP46|Did ((you)) send that 'secret message'? Or was it already in her head?||||
KingBP47|Fine, I get it.||||
KingBP48|What kind of peril are you meant to stop?||||
KingBP49|How did Project Horoscope help your purpose?||||
KingBP50|I'm done. Let me speak to the King again.||||
KingBP51|But what does Aphra have to do with any of this?||||
KingDebug1|...INVOCATION TRIUMPHANT. [[DEBUG INCARNATION I]] IS NOW MANIFEST. ##THEREFORE, [[QUERY]]: HOW WOULDST THOU PROCEED?||||
KingDebug2|...INVOCATION TRIUMPHANT. [[DEBUG INCARNATION II]] IS NOW MANIFEST. ##THEREFORE, [[QUERY]]: HOW WOULDST THOU PROCEED?||||
KingDebug3|[[EDICT]]: IT IS SO. ALL HAIL ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING!||||
PocketNote1|<<Out of nowhere, you get the random urge to check your pocket...>>##<<Inside, you find a [[scrap of paper]]<< that you've never seen before. >>||||
PocketNote2|<<The enigmatic note reads:>>##We must speak, but hostile eyes are watching.||||
PocketNote3|Meet me after [[nightfall]] in the [[park]] in [[Upper Ferropolis]]. I'll be waiting under the [[gazebo]]. ##Come alone. TRUST NO ONE.##- A Friend||||
AphraA1|<<The woman smiles at you with a spark in her sea-green eyes that seems truly without malice. Her mechanical arm gives a fluid salutation, while her brooch marks her as a member of the Machinists' Guild.>>||||
AphraA1b|Hello, stranger. Come to escape the world for a bit?||||
AphraA1Rep|<<Aphra smiles hopefully at you.>> Hello again, stranger. Did you find the mirror?||||
AphraA2|Oh, I'm simply a citizen of Ferropolis, letting my boiler cool. ##<<She sighs.>> Look at this place. They still trust it to run a little wild, you see?||||
AphraA3|<<She smiles again, oddly melancholy.>> Please, enjoy them.||||
AphraA4|Please try, friend. You can't know how important this is.||||
AphraA5|<<Her smile widens.>> So you got my note. Thank you for coming. ##Sorry for the cloak and dagger dance. The Machinarium is... tense right now. Being seen with me would put you in danger.||||
AphraA6|My name is [[Aphra]]. I'm the Chief Interpreter of the [[Machinists' Guild]]. And I am ((very)) excited to meet you.||||
AphraA7|Tell me, friend: which part of yourself do you like the least? If you could change something today, what would it be?||||
AphraA8|Oh, honey. I know ((exactly)) how you feel.||||
AphraA9|By recognising the problem, you've won the first battle.||||
AphraA10|If it's any comfort, a lot of those people feel the same way.||||
AphraA11|<<She gives you a knowing smile.>> Good for you, sweetie. ##Well, do me a favour and ((imagine)) for a moment. Imagine you're imperfect like the rest of us.||||
AphraA12|Everything. Humour a girl, won't you?||||
AphraA13|But why should you have to accept that? Why ((shouldn't)) you be able to change it? We live in an age of marvels, increasing every year. Magic is abundant, fizzing in the air and in the stones and in our blood. Why not ((use)) it?||||
